,region_name,region_type,year,crime_viol_rt,hh_inc_med_adj,hh_u18_pct,pop_65p_pct,pop_num
2909,Kingsbridge Heights/Bedford,Community District,2019,6.3,,,,
2910,Kingsbridge Heights/Bedford,Community District,2020,5.6,,,,
2911,Kingsbridge Heights/Bedford,Community District,2021,6.2,,,,
2912,Kingsbridge Heights/Bedford,Community District,2022,6.7,,,,
2913,Kingsbridge Heights/Bedford,Community District,2023,7.9,,,,
2914,Kingsbridge Heights/Bedford,Community District,2024,8.5,,,,
2915,Riverdale/Fieldston,Community District,2000,,,,,
2916,Riverdale/Fieldston,Community District,2001,,,,,
2917,Riverdale/Fieldston,Community District,2002,,,,,
2918,Riverdale/Fieldston,Community District,2003,,,,,
2919,Riverdale/Fieldston,Community District,2004,,,,,
2920,Riverdale/Fieldston,Community District,2005,,,,,
2921,Riverdale/Fieldston,Community District,2006,3.1,,,,
2922,Riverdale/Fieldston,Community District,2007,2.8,,,,
2923,Riverdale/Fieldston,Community District,2008,2.7,,,,
2924,Riverdale/Fieldston,Community District,2009,2.4,,,,
2925,Riverdale/Fieldston,Community District,2010,2.7,,,,
2926,Riverdale/Fieldston,Community District,2011,3.0,,,,
2927,Riverdale/Fieldston,Community District,2012,2.7,,,,
2928,Riverdale/Fieldston,Community District,2013,2.9,,,,
2929,Riverdale/Fieldston,Community District,2014,2.5,,,,
2930,Riverdale/Fieldston,Community District,2015,2.4,,,,
2931,Riverdale/Fieldston,Community District,2016,2.8,,,,
2932,Riverdale/Fieldston,Community District,2017,2.3,,,,
2933,Riverdale/Fieldston,Community District,2018,2.5,,,,
2934,Riverdale/Fieldston,Community District,2019,2.4,,,,
2935,Riverdale/Fieldston,Community District,2020,2.2,,,,
2936,Riverdale/Fieldston,Community District,2021,2.4,,,,
2937,Riverdale/Fieldston,Community District,2022,3.6,,,,
2938,Riverdale/Fieldston,Community District,2023,3.1,,,,
2939,Riverdale/Fieldston,Community District,2024,3.3,,,,
2940,Parkchester/Soundview,Community District,2000,,,,,
2941,Parkchester/Soundview,Community District,2001,,,,,
2942,Parkchester/Soundview,Community District,2002,,,,,
2943,Parkchester/Soundview,Community District,2003,,,,,
2944,Parkchester/Soundview,Community District,2004,,,,,
2945,Parkchester/Soundview,Community District,2005,,,,,
2946,Parkchester/Soundview,Community District,2006,6.3,,,,
2947,Parkchester/Soundview,Community District,2007,6.1,,,,
2948,Parkchester/Soundview,Community District,2008,6.4,,,,
2949,Parkchester/Soundview,Community District,2009,6.0,,,,
2950,Parkchester/Soundview,Community District,2010,6.3,,,,
2951,Parkchester/Soundview,Community District,2011,6.4,,,,
2952,Parkchester/Soundview,Community District,2012,6.7,,,,
2953,Parkchester/Soundview,Community District,2013,6.9,,,,
2954,Parkchester/Soundview,Community District,2014,7.1,,,,
2955,Parkchester/Soundview,Community District,2015,7.0,,,,
2956,Parkchester/Soundview,Community District,2016,6.5,,,,
2957,Parkchester/Soundview,Community District,2017,5.8,,,,
2958,Parkchester/Soundview,Community District,2018,5.3,,,,
2959,Parkchester/Soundview,Community District,2019,5.4,,,,
2960,Parkchester/Soundview,Community District,2020,5.8,,,,
2961,Parkchester/Soundview,Community District,2021,6.7,,,,
2962,Parkchester/Soundview,Community District,2022,8.4,,,,
2963,Parkchester/Soundview,Community District,2023,7.3,,,,
2964,Parkchester/Soundview,Community District,2024,6.7,,,,
2965,Throgs Neck/Co-op City,Community District,2000,,,,,
2966,Throgs Neck/Co-op City,Community District,2001,,,,,
2967,Throgs Neck/Co-op City,Community District,2002,,,,,
2968,Throgs Neck/Co-op City,Community District,2003,,,,,
2969,Throgs Neck/Co-op City,Community District,2004,,,,,
2970,Throgs Neck/Co-op City,Community District,2005,,,,,
2971,Throgs Neck/Co-op City,Community District,2006,3.3,,,,
2972,Throgs Neck/Co-op City,Community District,2007,3.3,,,,
2973,Throgs Neck/Co-op City,Community District,2008,3.0,,,,
2974,Throgs Neck/Co-op City,Community District,2009,3.1,,,,
2975,Throgs Neck/Co-op City,Community District,2010,3.4,,,,
2976,Throgs Neck/Co-op City,Community District,2011,3.1,,,,
2977,Throgs Neck/Co-op City,Community District,2012,3.1,,,,
2978,Throgs Neck/Co-op City,Community District,2013,2.7,,,,
2979,Throgs Neck/Co-op City,Community District,2014,2.7,,,,
2980,Throgs Neck/Co-op City,Community District,2015,2.9,,,,
2981,Throgs Neck/Co-op City,Community District,2016,2.7,,,,
2982,Throgs Neck/Co-op City,Community District,2017,2.7,,,,
2983,Throgs Neck/Co-op City,Community District,2018,3.0,,,,
2984,Throgs Neck/Co-op City,Community District,2019,3.2,,,,
2985,Throgs Neck/Co-op City,Community District,2020,2.7,,,,
2986,Throgs Neck/Co-op City,Community District,2021,3.1,,,,
2987,Throgs Neck/Co-op City,Community District,2022,3.7,,,,
2988,Throgs Neck/Co-op City,Community District,2023,3.7,,,,
2989,Throgs Neck/Co-op City,Community District,2024,4.1,,,,
2990,Morris Park/Bronxdale,Community District,2000,,,,,
2991,Morris Park/Bronxdale,Community District,2001,,,,,
2992,Morris Park/Bronxdale,Community District,2002,,,,,
2993,Morris Park/Bronxdale,Community District,2003,,,,,
2994,Morris Park/Bronxdale,Community District,2004,,,,,
2995,Morris Park/Bronxdale,Community District,2005,,,,,
2996,Morris Park/Bronxdale,Community District,2006,4.4,,,,
2997,Morris Park/Bronxdale,Community District,2007,4.7,,,,
2998,Morris Park/Bronxdale,Community District,2008,5.0,,,,
2999,Morris Park/Bronxdale,Community District,2009,4.3,,,,
3000,Morris Park/Bronxdale,Community District,2010,4.9,,,,
3001,Morris Park/Bronxdale,Community District,2011,5.5,,,,
3002,Morris Park/Bronxdale,Community District,2012,5.1,,,,
3003,Morris Park/Bronxdale,Community District,2013,3.8,,,,
3004,Morris Park/Bronxdale,Community District,2014,3.1,,,,
3005,Morris Park/Bronxdale,Community District,2015,3.7,,,,
3006,Morris Park/Bronxdale,Community District,2016,4.3,,,,
3007,Morris Park/Bronxdale,Community District,2017,4.0,,,,
3008,Morris Park/Bronxdale,Community District,2018,4.1,,,,
3009,Morris Park/Bronxdale,Community District,2019,4.1,,,,
3010,Morris Park/Bronxdale,Community District,2020,3.5,,,,
3011,Morris Park/Bronxdale,Community District,2021,4.1,,,,
3012,Morris Park/Bronxdale,Community District,2022,5.2,,,,
3013,Morris Park/Bronxdale,Community District,2023,5.6,,,,
3014,Morris Park/Bronxdale,Community District,2024,5.7,,,,
3015,Williamsbridge/Baychester,Community District,2000,,,,,
3016,Williamsbridge/Baychester,Community District,2001,,,,,
3017,Williamsbridge/Baychester,Community District,2002,,,,,
3018,Williamsbridge/Baychester,Community District,2003,,,,,
3019,Williamsbridge/Baychester,Community District,2004,,,,,
3020,Williamsbridge/Baychester,Community District,2005,,,,,
3021,Williamsbridge/Baychester,Community District,2006,5.6,,,,
3022,Williamsbridge/Baychester,Community District,2007,5.1,,,,
3023,Williamsbridge/Baychester,Community District,2008,6.0,,,,
3024,Williamsbridge/Baychester,Community District,2009,5.9,,,,
3025,Williamsbridge/Baychester,Community District,2010,5.8,,,,
3026,Williamsbridge/Baychester,Community District,2011,6.2,,,,
3027,Williamsbridge/Baychester,Community District,2012,6.8,,,,
3028,Williamsbridge/Baychester,Community District,2013,6.7,,,,
3029,Williamsbridge/Baychester,Community District,2014,6.5,,,,
3030,Williamsbridge/Baychester,Community District,2015,6.6,,,,
3031,Williamsbridge/Baychester,Community District,2016,6.9,,,,
3032,Williamsbridge/Baychester,Community District,2017,7.3,,,,
3033,Williamsbridge/Baychester,Community District,2018,6.9,,,,
3034,Williamsbridge/Baychester,Community District,2019,6.7,,,,
3035,Williamsbridge/Baychester,Community District,2020,6.2,,,,
3036,Williamsbridge/Baychester,Community District,2021,6.8,,,,
3037,Williamsbridge/Baychester,Community District,2022,7.4,,,,
3038,Williamsbridge/Baychester,Community District,2023,8.3,,,,
3039,Williamsbridge/Baychester,Community District,2024,8.3,,,,
3040,Greenpoint/Williamsburg,Community District,2000,,,,,
3041,Greenpoint/Williamsburg,Community District,2001,,,,,
3042,Greenpoint/Williamsburg,Community District,2002,,,,,
3043,Greenpoint/Williamsburg,Community District,2003,,,,,
3044,Greenpoint/Williamsburg,Community District,2004,,,,,
3045,Greenpoint/Williamsburg,Community District,2005,,,,,
3046,Greenpoint/Williamsburg,Community District,2006,5.1,,,,
3047,Greenpoint/Williamsburg,Community District,2007,5.2,,,,
3048,Greenpoint/Williamsburg,Community District,2008,5.4,,,,
3049,Greenpoint/Williamsburg,Community District,2009,4.6,,,,
3050,Greenpoint/Williamsburg,Community District,2010,4.6,,,,
3051,Greenpoint/Williamsburg,Community District,2011,4.8,,,,
3052,Greenpoint/Williamsburg,Community District,2012,4.8,,,,
3053,Greenpoint/Williamsburg,Community District,2013,4.5,,,,
3054,Greenpoint/Williamsburg,Community District,2014,3.8,,,,
3055,Greenpoint/Williamsburg,Community District,2015,3.6,,,,
3056,Greenpoint/Williamsburg,Community District,2016,3.6,,,,
3057,Greenpoint/Williamsburg,Community District,2017,3.5,,,,
3058,Greenpoint/Williamsburg,Community District,2018,3.4,,,,
3059,Greenpoint/Williamsburg,Community District,2019,3.3,,,,
3060,Greenpoint/Williamsburg,Community District,2020,2.7,,,,
3061,Greenpoint/Williamsburg,Community District,2021,2.6,,,,
3062,Greenpoint/Williamsburg,Community District,2022,3.6,,,,
3063,Greenpoint/Williamsburg,Community District,2023,3.5,,,,
3064,Greenpoint/Williamsburg,Community District,2024,3.4,,,,
3065,Fort Greene/Brooklyn Heights,Community District,2000,,,,,
3066,Fort Greene/Brooklyn Heights,Community District,2001,,,,,
3067,Fort Greene/Brooklyn Heights,Community District,2002,,,,,
3068,Fort Greene/Brooklyn Heights,Community District,2003,,,,,
3069,Fort Greene/Brooklyn Heights,Community District,2004,,,,,
3070,Fort Greene/Brooklyn Heights,Community District,2005,,,,,
3071,Fort Greene/Brooklyn Heights,Community District,2006,7.7,,,,
3072,Fort Greene/Brooklyn Heights,Community District,2007,7.7,,,,
3073,Fort Greene/Brooklyn Heights,Community District,2008,7.8,,,,
3074,Fort Greene/Brooklyn Heights,Community District,2009,6.2,,,,
3075,Fort Greene/Brooklyn Heights,Community District,2010,6.8,,,,
3076,Fort Greene/Brooklyn Heights,Community District,2011,7.5,,,,
3077,Fort Greene/Brooklyn Heights,Community District,2012,7.9,,,,
3078,Fort Greene/Brooklyn Heights,Community District,2013,7.2,,,,
3079,Fort Greene/Brooklyn Heights,Community District,2014,6.6,,,,
3080,Fort Greene/Brooklyn Heights,Community District,2015,6.1,,,,
3081,Fort Greene/Brooklyn Heights,Community District,2016,5.8,,,,
3082,Fort Greene/Brooklyn Heights,Community District,2017,5.6,,,,
3083,Fort Greene/Brooklyn Heights,Community District,2018,6.4,,,,
3084,Fort Greene/Brooklyn Heights,Community District,2019,6.6,,,,
3085,Fort Greene/Brooklyn Heights,Community District,2020,4.9,,,,
3086,Fort Greene/Brooklyn Heights,Community District,2021,4.5,,,,
3087,Fort Greene/Brooklyn Heights,Community District,2022,5.0,,,,
3088,Fort Greene/Brooklyn Heights,Community District,2023,5.9,,,,
3089,Fort Greene/Brooklyn Heights,Community District,2024,7.2,,,,
3090,Bedford Stuyvesant,Community District,2000,,,,,
3091,Bedford Stuyvesant,Community District,2001,,,,,
3092,Bedford Stuyvesant,Community District,2002,,,,,
3093,Bedford Stuyvesant,Community District,2003,,,,,
3094,Bedford Stuyvesant,Community District,2004,,,,,
3095,Bedford Stuyvesant,Community District,2005,,,,,
3096,Bedford Stuyvesant,Community District,2006,11.9,,,,
3097,Bedford Stuyvesant,Community District,2007,12.1,,,,
3098,Bedford Stuyvesant,Community District,2008,11.4,,,,
3099,Bedford Stuyvesant,Community District,2009,10.1,,,,
3100,Bedford Stuyvesant,Community District,2010,10.2,,,,
3101,Bedford Stuyvesant,Community District,2011,10.7,,,,
3102,Bedford Stuyvesant,Community District,2012,11.2,,,,
3103,Bedford Stuyvesant,Community District,2013,10.5,,,,
3104,Bedford Stuyvesant,Community District,2014,8.9,,,,
3105,Bedford Stuyvesant,Community District,2015,8.7,,,,
3106,Bedford Stuyvesant,Community District,2016,8.2,,,,
3107,Bedford Stuyvesant,Community District,2017,7.4,,,,
3108,Bedford Stuyvesant,Community District,2018,7.8,,,,
3109,Bedford Stuyvesant,Community District,2019,7.6,,,,
3110,Bedford Stuyvesant,Community District,2020,6.1,,,,
3111,Bedford Stuyvesant,Community District,2021,6.7,,,,
3112,Bedford Stuyvesant,Community District,2022,6.6,,,,
3113,Bedford Stuyvesant,Community District,2023,6.4,,,,
3114,Bedford Stuyvesant,Community District,2024,6.0,,,,
3115,Bushwick,Community District,2000,,,,,
3116,Bushwick,Community District,2001,,,,,
3117,Bushwick,Community District,2002,,,,,
3118,Bushwick,Community District,2003,,,,,
3119,Bushwick,Community District,2004,,,,,
3120,Bushwick,Community District,2005,,,,,
3121,Bushwick,Community District,2006,8.9,,,,
3122,Bushwick,Community District,2007,7.8,,,,
3123,Bushwick,Community District,2008,7.9,,,,
3124,Bushwick,Community District,2009,7.0,,,,
3125,Bushwick,Community District,2010,7.5,,,,
3126,Bushwick,Community District,2011,7.4,,,,
3127,Bushwick,Community District,2012,7.6,,,,
3128,Bushwick,Community District,2013,6.8,,,,
3129,Bushwick,Community District,2014,5.9,,,,
3130,Bushwick,Community District,2015,5.3,,,,
3131,Bushwick,Community District,2016,5.6,,,,
3132,Bushwick,Community District,2017,5.1,,,,
3133,Bushwick,Community District,2018,5.1,,,,
3134,Bushwick,Community District,2019,5.3,,,,
3135,Bushwick,Community District,2020,4.8,,,,
3136,Bushwick,Community District,2021,4.8,,,,
3137,Bushwick,Community District,2022,5.7,,,,
3138,Bushwick,Community District,2023,7.1,,,,
3139,Bushwick,Community District,2024,6.1,,,,
3140,East New York/Starrett City,Community District,2000,,,,,
3141,East New York/Starrett City,Community District,2001,,,,,
3142,East New York/Starrett City,Community District,2002,,,,,
3143,East New York/Starrett City,Community District,2003,,,,,
3144,East New York/Starrett City,Community District,2004,,,,,
3145,East New York/Starrett City,Community District,2005,,,,,
3146,East New York/Starrett City,Community District,2006,8.6,,,,
3147,East New York/Starrett City,Community District,2007,8.7,,,,
3148,East New York/Starrett City,Community District,2008,8.6,,,,
3149,East New York/Starrett City,Community District,2009,8.7,,,,
3150,East New York/Starrett City,Community District,2010,8.5,,,,
3151,East New York/Starrett City,Community District,2011,9.2,,,,
3152,East New York/Starrett City,Community District,2012,9.7,,,,
3153,East New York/Starrett City,Community District,2013,10.2,,,,
3154,East New York/Starrett City,Community District,2014,9.6,,,,
3155,East New York/Starrett City,Community District,2015,8.8,,,,
3156,East New York/Starrett City,Community District,2016,8.6,,,,
3157,East New York/Starrett City,Community District,2017,8.1,,,,
3158,East New York/Starrett City,Community District,2018,8.5,,,,
3159,East New York/Starrett City,Community District,2019,8.9,,,,
3160,East New York/Starrett City,Community District,2020,7.5,,,,
3161,East New York/Starrett City,Community District,2021,8.0,,,,
3162,East New York/Starrett City,Community District,2022,9.2,,,,
3163,East New York/Starrett City,Community District,2023,9.0,,,,
3164,East New York/Starrett City,Community District,2024,8.5,,,,
3165,Park Slope/Carroll Gardens,Community District,2000,,,,,
3166,Park Slope/Carroll Gardens,Community District,2001,,,,,
3167,Park Slope/Carroll Gardens,Community District,2002,,,,,
3168,Park Slope/Carroll Gardens,Community District,2003,,,,,
3169,Park Slope/Carroll Gardens,Community District,2004,,,,,
3170,Park Slope/Carroll Gardens,Community District,2005,,,,,
3171,Park Slope/Carroll Gardens,Community District,2006,4.6,,,,
3172,Park Slope/Carroll Gardens,Community District,2007,4.1,,,,
3173,Park Slope/Carroll Gardens,Community District,2008,3.8,,,,
3174,Park Slope/Carroll Gardens,Community District,2009,3.2,,,,
3175,Park Slope/Carroll Gardens,Community District,2010,3.3,,,,
3176,Park Slope/Carroll Gardens,Community District,2011,4.3,,,,
3177,Park Slope/Carroll Gardens,Community District,2012,4.1,,,,
3178,Park Slope/Carroll Gardens,Community District,2013,3.7,,,,
3179,Park Slope/Carroll Gardens,Community District,2014,3.1,,,,
3180,Park Slope/Carroll Gardens,Community District,2015,3.4,,,,
3181,Park Slope/Carroll Gardens,Community District,2016,2.9,,,,
3182,Park Slope/Carroll Gardens,Community District,2017,2.5,,,,
3183,Park Slope/Carroll Gardens,Community District,2018,2.5,,,,
3184,Park Slope/Carroll Gardens,Community District,2019,2.2,,,,
3185,Park Slope/Carroll Gardens,Community District,2020,2.5,,,,
3186,Park Slope/Carroll Gardens,Community District,2021,2.6,,,,
3187,Park Slope/Carroll Gardens,Community District,2022,3.2,,,,
3188,Park Slope/Carroll Gardens,Community District,2023,3.1,,,,
3189,Park Slope/Carroll Gardens,Community District,2024,3.3,,,,
3190,Sunset Park,Community District,2000,,,,,
3191,Sunset Park,Community District,2001,,,,,
3192,Sunset Park,Community District,2002,,,,,
3193,Sunset Park,Community District,2003,,,,,
3194,Sunset Park,Community District,2004,,,,,
3195,Sunset Park,Community District,2005,,,,,
3196,Sunset Park,Community District,2006,3.9,,,,
3197,Sunset Park,Community District,2007,4.0,,,,
3198,Sunset Park,Community District,2008,4.3,,,,
3199,Sunset Park,Community District,2009,3.6,,,,
3200,Sunset Park,Community District,2010,3.5,,,,
3201,Sunset Park,Community District,2011,4.0,,,,
3202,Sunset Park,Community District,2012,3.5,,,,
3203,Sunset Park,Community District,2013,3.5,,,,
3204,Sunset Park,Community District,2014,3.7,,,,
3205,Sunset Park,Community District,2015,3.5,,,,
3206,Sunset Park,Community District,2016,3.4,,,,
3207,Sunset Park,Community District,2017,3.2,,,,
3208,Sunset Park,Community District,2018,3.1,,,,
3209,Sunset Park,Community District,2019,3.4,,,,
3210,Sunset Park,Community District,2020,3.0,,,,
3211,Sunset Park,Community District,2021,2.9,,,,
3212,Sunset Park,Community District,2022,3.7,,,,
3213,Sunset Park,Community District,2023,3.3,,,,
3214,Sunset Park,Community District,2024,3.6,,,,
3215,Crown Heights/Prospect Heights,Community District,2000,,,,,
3216,Crown Heights/Prospect Heights,Community District,2001,,,,,
3217,Crown Heights/Prospect Heights,Community District,2002,,,,,
3218,Crown Heights/Prospect Heights,Community District,2003,,,,,
3219,Crown Heights/Prospect Heights,Community District,2004,,,,,
3220,Crown Heights/Prospect Heights,Community District,2005,,,,,
3221,Crown Heights/Prospect Heights,Community District,2006,7.0,,,,
3222,Crown Heights/Prospect Heights,Community District,2007,7.7,,,,
3223,Crown Heights/Prospect Heights,Community District,2008,6.1,,,,
3224,Crown Heights/Prospect Heights,Community District,2009,5.2,,,,
3225,Crown Heights/Prospect Heights,Community District,2010,6.6,,,,
3226,Crown Heights/Prospect Heights,Community District,2011,7.6,,,,
3227,Crown Heights/Prospect Heights,Community District,2012,7.9,,,,
3228,Crown Heights/Prospect Heights,Community District,2013,8.7,,,,
3229,Crown Heights/Prospect Heights,Community District,2014,7.5,,,,
3230,Crown Heights/Prospect Heights,Community District,2015,7.1,,,,
3231,Crown Heights/Prospect Heights,Community District,2016,6.9,,,,
3232,Crown Heights/Prospect Heights,Community District,2017,5.5,,,,
3233,Crown Heights/Prospect Heights,Community District,2018,5.2,,,,
3234,Crown Heights/Prospect Heights,Community District,2019,5.0,,,,
3235,Crown Heights/Prospect Heights,Community District,2020,4.6,,,,
3236,Crown Heights/Prospect Heights,Community District,2021,4.6,,,,
3237,Crown Heights/Prospect Heights,Community District,2022,5.8,,,,
3238,Crown Heights/Prospect Heights,Community District,2023,6.2,,,,
3239,Crown Heights/Prospect Heights,Community District,2024,5.5,,,,
3240,South Crown Heights/Lefferts Gardens,Community District,2000,,,,,
3241,South Crown Heights/Lefferts Gardens,Community District,2001,,,,,
3242,South Crown Heights/Lefferts Gardens,Community District,2002,,,,,
3243,South Crown Heights/Lefferts Gardens,Community District,2003,,,,,
3244,South Crown Heights/Lefferts Gardens,Community District,2004,,,,,
3245,South Crown Heights/Lefferts Gardens,Community District,2005,,,,,
3246,South Crown Heights/Lefferts Gardens,Community District,2006,7.3,,,,
3247,South Crown Heights/Lefferts Gardens,Community District,2007,7.0,,,,
3248,South Crown Heights/Lefferts Gardens,Community District,2008,7.2,,,,
3249,South Crown Heights/Lefferts Gardens,Community District,2009,5.8,,,,
3250,South Crown Heights/Lefferts Gardens,Community District,2010,5.8,,,,
3251,South Crown Heights/Lefferts Gardens,Community District,2011,7.0,,,,
3252,South Crown Heights/Lefferts Gardens,Community District,2012,7.0,,,,
3253,South Crown Heights/Lefferts Gardens,Community District,2013,7.3,,,,
3254,South Crown Heights/Lefferts Gardens,Community District,2014,6.6,,,,
3255,South Crown Heights/Lefferts Gardens,Community District,2015,6.8,,,,
3256,South Crown Heights/Lefferts Gardens,Community District,2016,6.1,,,,
3257,South Crown Heights/Lefferts Gardens,Community District,2017,5.5,,,,
3258,South Crown Heights/Lefferts Gardens,Community District,2018,5.5,,,,
3259,South Crown Heights/Lefferts Gardens,Community District,2019,4.9,,,,
3260,South Crown Heights/Lefferts Gardens,Community District,2020,4.6,,,,
3261,South Crown Heights/Lefferts Gardens,Community District,2021,4.3,,,,
3262,South Crown Heights/Lefferts Gardens,Community District,2022,5.1,,,,
3263,South Crown Heights/Lefferts Gardens,Community District,2023,4.8,,,,
3264,South Crown Heights/Lefferts Gardens,Community District,2024,4.0,,,,
3265,Bay Ridge/Dyker Heights,Community District,2000,,,,,
3266,Bay Ridge/Dyker Heights,Community District,2001,,,,,
3267,Bay Ridge/Dyker Heights,Community District,2002,,,,,
3268,Bay Ridge/Dyker Heights,Community District,2003,,,,,
3269,Bay Ridge/Dyker Heights,Community District,2004,,,,,
3270,Bay Ridge/Dyker Heights,Community District,2005,,,,,
3271,Bay Ridge/Dyker Heights,Community District,2006,2.2,,,,
3272,Bay Ridge/Dyker Heights,Community District,2007,2.1,,,,
3273,Bay Ridge/Dyker Heights,Community District,2008,2.1,,,,
3274,Bay Ridge/Dyker Heights,Community District,2009,1.6,,,,
3275,Bay Ridge/Dyker Heights,Community District,2010,1.7,,,,
3276,Bay Ridge/Dyker Heights,Community District,2011,2.0,,,,
3277,Bay Ridge/Dyker Heights,Community District,2012,1.8,,,,
3278,Bay Ridge/Dyker Heights,Community District,2013,1.6,,,,
3279,Bay Ridge/Dyker Heights,Community District,2014,1.8,,,,
3280,Bay Ridge/Dyker Heights,Community District,2015,1.9,,,,
3281,Bay Ridge/Dyker Heights,Community District,2016,1.8,,,,
3282,Bay Ridge/Dyker Heights,Community District,2017,1.6,,,,
3283,Bay Ridge/Dyker Heights,Community District,2018,1.6,,,,
3284,Bay Ridge/Dyker Heights,Community District,2019,1.6,,,,
3285,Bay Ridge/Dyker Heights,Community District,2020,1.5,,,,
3286,Bay Ridge/Dyker Heights,Community District,2021,1.0,,,,
3287,Bay Ridge/Dyker Heights,Community District,2022,1.2,,,,
3288,Bay Ridge/Dyker Heights,Community District,2023,1.6,,,,
3289,Bay Ridge/Dyker Heights,Community District,2024,1.4,,,,
3290,Bensonhurst,Community District,2000,,,,,
3291,Bensonhurst,Community District,2001,,,,,
3292,Bensonhurst,Community District,2002,,,,,
3293,Bensonhurst,Community District,2003,,,,,
3294,Bensonhurst,Community District,2004,,,,,
3295,Bensonhurst,Community District,2005,,,,,
3296,Bensonhurst,Community District,2006,2.3,,,,
3297,Bensonhurst,Community District,2007,2.3,,,,
3298,Bensonhurst,Community District,2008,2.5,,,,
3299,Bensonhurst,Community District,2009,2.1,,,,
3300,Bensonhurst,Community District,2010,1.8,,,,
3301,Bensonhurst,Community District,2011,1.9,,,,
3302,Bensonhurst,Community District,2012,2.3,,,,
3303,Bensonhurst,Community District,2013,2.3,,,,
3304,Bensonhurst,Community District,2014,2.0,,,,
3305,Bensonhurst,Community District,2015,2.1,,,,
3306,Bensonhurst,Community District,2016,2.0,,,,
3307,Bensonhurst,Community District,2017,2.0,,,,
3308,Bensonhurst,Community District,2018,1.5,,,,
3309,Bensonhurst,Community District,2019,1.5,,,,
3310,Bensonhurst,Community District,2020,1.3,,,,
3311,Bensonhurst,Community District,2021,1.5,,,,
3312,Bensonhurst,Community District,2022,1.6,,,,
3313,Bensonhurst,Community District,2023,1.9,,,,
3314,Bensonhurst,Community District,2024,2.0,,,,
3315,Borough Park,Community District,2000,,,,,
3316,Borough Park,Community District,2001,,,,,
3317,Borough Park,Community District,2002,,,,,
3318,Borough Park,Community District,2003,,,,,
3319,Borough Park,Community District,2004,,,,,
3320,Borough Park,Community District,2005,,,,,
3321,Borough Park,Community District,2006,2.0,,,,
3322,Borough Park,Community District,2007,1.9,,,,
3323,Borough Park,Community District,2008,2.0,,,,
3324,Borough Park,Community District,2009,1.9,,,,
3325,Borough Park,Community District,2010,1.9,,,,
3326,Borough Park,Community District,2011,1.9,,,,
3327,Borough Park,Community District,2012,1.8,,,,
3328,Borough Park,Community District,2013,1.6,,,,
3329,Borough Park,Community District,2014,1.4,,,,
3330,Borough Park,Community District,2015,1.6,,,,
3331,Borough Park,Community District,2016,1.6,,,,
3332,Borough Park,Community District,2017,1.3,,,,
3333,Borough Park,Community District,2018,1.3,,,,
3334,Borough Park,Community District,2019,1.4,,,,
3335,Borough Park,Community District,2020,1.3,,,,
3336,Borough Park,Community District,2021,1.2,,,,
3337,Borough Park,Community District,2022,1.5,,,,
3338,Borough Park,Community District,2023,1.5,,,,
3339,Borough Park,Community District,2024,1.6,,,,
3340,Coney Island,Community District,2000,,,,,
3341,Coney Island,Community District,2001,,,,,
3342,Coney Island,Community District,2002,,,,,
3343,Coney Island,Community District,2003,,,,,
3344,Coney Island,Community District,2004,,,,,
3345,Coney Island,Community District,2005,,,,,
3346,Coney Island,Community District,2006,5.7,,,,
3347,Coney Island,Community District,2007,5.5,,,,
3348,Coney Island,Community District,2008,5.5,,,,
3349,Coney Island,Community District,2009,4.4,,,,
3350,Coney Island,Community District,2010,4.7,,,,
3351,Coney Island,Community District,2011,5.2,,,,
3352,Coney Island,Community District,2012,5.0,,,,
3353,Coney Island,Community District,2013,5.8,,,,
3354,Coney Island,Community District,2014,5.7,,,,
3355,Coney Island,Community District,2015,5.7,,,,
3356,Coney Island,Community District,2016,4.0,,,,
3357,Coney Island,Community District,2017,3.8,,,,
3358,Coney Island,Community District,2018,3.6,,,,
3359,Coney Island,Community District,2019,3.8,,,,
3360,Coney Island,Community District,2020,3.4,,,,
3361,Coney Island,Community District,2021,4.4,,,,
3362,Coney Island,Community District,2022,5.2,,,,
3363,Coney Island,Community District,2023,5.1,,,,
3364,Coney Island,Community District,2024,5.0,,,,
3365,Flatbush/Midwood,Community District,2000,,,,,
3366,Flatbush/Midwood,Community District,2001,,,,,
3367,Flatbush/Midwood,Community District,2002,,,,,
3368,Flatbush/Midwood,Community District,2003,,,,,
3369,Flatbush/Midwood,Community District,2004,,,,,
3370,Flatbush/Midwood,Community District,2005,,,,,
3371,Flatbush/Midwood,Community District,2006,5.7,,,,
3372,Flatbush/Midwood,Community District,2007,5.6,,,,
3373,Flatbush/Midwood,Community District,2008,5.2,,,,
3374,Flatbush/Midwood,Community District,2009,4.3,,,,
3375,Flatbush/Midwood,Community District,2010,4.8,,,,
3376,Flatbush/Midwood,Community District,2011,4.6,,,,
3377,Flatbush/Midwood,Community District,2012,4.2,,,,
3378,Flatbush/Midwood,Community District,2013,4.3,,,,
3379,Flatbush/Midwood,Community District,2014,4.2,,,,
3380,Flatbush/Midwood,Community District,2015,3.9,,,,
3381,Flatbush/Midwood,Community District,2016,3.2,,,,
3382,Flatbush/Midwood,Community District,2017,3.1,,,,
3383,Flatbush/Midwood,Community District,2018,2.8,,,,
3384,Flatbush/Midwood,Community District,2019,2.6,,,,
3385,Flatbush/Midwood,Community District,2020,3.3,,,,
3386,Flatbush/Midwood,Community District,2021,3.4,,,,
